StopID;DIVA;StopText;Municipality;MunicipalityID;Latitude;Longitude
957;60200623;Melangasse;Wien;49000001;48.2565247;16.4404633
958;60200232;Zehdengasse;Wien;49000001;48.2597842;16.4381905
959;60200009;Agavenweg;Wien;49000001;48.2511415;16.5065883
960;60201199;Schlachthausgasse U;Wien;49000001;48.1943029;16.4069381
961;;Praterbrücke;;;;
962;;Mühlwasserstraße;;;;
963;;Neuhaufenstraße;;;;
966;60200701;Konstanziagasse;Wien;49000001;48.2276764;16.4575672
967;60200288;Erzherzog-Karl-Straße S;Wien;49000001;48.2292861;16.4535787
968;60200701;Konstanziagasse;Wien;49000001;48.2282329;16.4572438
969;60200476;Hartlebengasse;Wien;49000001;48.2254382;16.4649154
970;60201537;Zschokkegasse;Wien;49000001;48.2241096;16.4689938
973;;Deinleingasse, Schule;;;;
974;;Mühlwasserstraße;;;;
975;60201039;Praterbrücke;Wien;49000001;48.2047692;16.4325132
976;;Rennbahnweg;;;;
977;60200009;Agavenweg;Wien;49000001;48.2510518;16.5063547
978;60200260;Strebersdorf, Edmund-Hawranek-Platz;Wien;49000001;48.2912443;16.3864116
979;60201335;Strebersdorfer Platz;Wien;49000001;48.2954698;16.388882
980;60200964;Tierquartier;Wien;49000001;48.2516021;16.4765306
981;60200128;Bernreiterplatz;Wien;49000001;48.2815309;16.4065878
982;60201660;Mitterhofergasse;Wien;49000001;48.2777646;16.4027071
983;60200598;Großjedlersdorf,  Jochbergengasse;Wien;49000001;48.2802097;16.4007488
984;60201541;Ödenburger Straße, Schulzentrum;Wien;49000001;48.2821466;16.4018537
985;60201541;Ödenburger Straße, Schulzentrum;Wien;49000001;48.2820091;16.4016381
986;60200598;Großjedlersdorf,  Jochbergengasse;Wien;49000001;48.2802217;16.4009374
987;60201314;Steinamangergasse;Wien;49000001;48.2837069;16.4027071
988;60201314;Steinamangergasse;Wien;49000001;48.283671;16.4028239
989;60200069;Anton-Böck-Gasse;Wien;49000001;48.2963662;16.3900229
990;60200203;Carabelligasse;Wien;49000001;48.280138;16.4121304
991;60201216;Sebaldgasse;Wien;49000001;48.2622063;16.4473174
992;60201216;Sebaldgasse;Wien;49000001;48.2625292;16.4466167
993;60201192;Schwanngasse;Wien;49000001;48.2798511;16.4194337
994;60200999;Marco-Polo-Promenade;Wien;49000001;48.2774298;16.4230809
995;60200232;Zehdengasse;Wien;49000001;48.2592639;16.4381816
996;60200623;Melangasse;Wien;49000001;48.2558488;16.4405351
997;60200071;Doningasse;Wien;49000001;48.2517935;16.4411011
998;60200633;Kagraner Platz U;Wien;49000001;48.2505673;16.4433469
999;60200201;Campingplatzweg;Wien;49000001;48.2757618;16.4798454
1000;60201198;Schwedenplatz U;Wien;49000001;48.2116478;16.3777968
1001;60200659;Karmeliterplatz;Wien;49000001;48.2154968;16.380348
1002;60201891;Taborstraße U;Wien;49000001;48.218741;16.380905
1003;60200494;Heinestraße, Taborstraße;Wien;49000001;48.2219431;16.3822614
1004;60201662;Seefeldergasse;Wien;49000001;48.2127433;16.5293965
1005;60200081;Arminenstraße;Wien;49000001;48.2364008;16.4371575
1006;60200236;Donaustadtstraße;Wien;49000001;48.2339476;16.4431133
1007;60200288;Erzherzog-Karl-Straße S;Wien;49000001;48.2296093;16.4529768
1008;60200701;Konstanziagasse;Wien;49000001;48.2277243;16.4574594
1009;60200749;Langobardenstraße;Wien;49000001;48.2248218;16.4549261
1010;60200473;Hardeggasse;Wien;49000001;48.2214164;16.4590135
1011;60201278;Donauspital U;Wien;49000001;48.2197705;16.4655622
1012;60200473;Hardeggasse;Wien;49000001;48.2214523;16.4590853
1013;60200749;Langobardenstraße;Wien;49000001;48.2242891;16.4551507
1014;60201662;Seefeldergasse;Wien;49000001;48.2128271;16.5294773
1015;60200288;Erzherzog-Karl-Straße S;Wien;49000001;48.2296751;16.4530487
1016;60200236;Donaustadtstraße;Wien;49000001;48.2336245;16.4440476
1017;60200081;Arminenstraße;Wien;49000001;48.2360777;16.4381277
1018;60200631;Kagraner Brücke;Wien;49000001;48.239153;16.4307435
1019;60201891;Taborstraße U;Wien;49000001;48.2192617;16.3808601
1020;60200659;Karmeliterplatz;Wien;49000001;48.2159817;16.3804019
1021;60201278;Donauspital U;Wien;49000001;48.2194413;16.4654634
1022;60200838;Marienbrücke;Wien;49000001;48.2131803;16.3774195
1023;60201031;Polgarstraße;Wien;49000001;48.2315002;16.4489164
1024;60200299;Aspernstraße U;Wien;49000001;48.2220807;16.4745184
1025;60200958;Aspernstraße, Oberdorfstraße;Wien;49000001;48.2194652;16.4816241
1026;60201247;Siegesplatz;Wien;49000001;48.2175379;16.4856575
1027;60200811;Lohwaggasse;Wien;49000001;48.2170531;16.4934908
1028;60201143;Saltenstraße;Wien;49000001;48.2164545;16.4983058
1029;60200337;Flugfeldstraße;Wien;49000001;48.2155986;16.504576
1030;60200751;Lannesstraße;Wien;49000001;48.2146887;16.5100108
1031;60200682;Kirschenallee;Wien;49000001;48.2144074;16.5191198
1032;60200297;Eßling, Schule;Wien;49000001;48.2139764;16.5264231
1033;60201026;Podlahagasse;Wien;49000001;48.2109654;16.5331604
1034;60200281;Englisch-Feld-Gasse;Wien;49000001;48.2097741;16.5363135
1035;60203558;Groß-Enzersdorf, Stadtmauer;Groß-Enzersdorf;43008021;48.2049189;16.549393
1036;60203556;Groß-Enzersdorf;Groß-Enzersdorf;43008021;48.1998118;16.549402
1037;60200441;Eßling, Stadtgrenze;Wien;49000001;48.208523;16.5396463
1038;60200441;Eßling, Stadtgrenze;Wien;49000001;48.2086127;16.5397181
1039;60200328;Heinrich-von-Buol-Gasse;Wien;49000001;48.2650947;16.4260273
1040;60201031;Polgarstraße;Wien;49000001;48.23159;16.4489793
1041;60203558;Groß-Enzersdorf, Stadtmauer;Groß-Enzersdorf;43008021;48.2053979;16.5490516
1042;60200281;Englisch-Feld-Gasse;Wien;49000001;48.2098759;16.5363854
1043;60201026;Podlahagasse;Wien;49000001;48.2110253;16.5332143
1044;60200297;Eßling, Schule;Wien;49000001;48.2140782;16.5266117
1045;60200682;Kirschenallee;Wien;49000001;48.214587;16.5193354
1046;60200751;Lannesstraße;Wien;49000001;48.2149042;16.5097863
1047;60200337;Flugfeldstraße;Wien;49000001;48.2156884;16.504603
1048;60201143;Saltenstraße;Wien;49000001;48.2165503;16.4983327
1049;60200811;Lohwaggasse;Wien;49000001;48.2174062;16.492314
1050;60201247;Siegesplatz;Wien;49000001;48.2176098;16.4856395
1051;60200958;Aspernstraße, Oberdorfstraße;Wien;49000001;48.2197106;16.4815881
1052;60200299;Aspernstraße U;Wien;49000001;48.2223979;16.4743567
1053;60201537;Zschokkegasse;Wien;49000001;48.2241994;16.4690656
1054;60200476;Hartlebengasse;Wien;49000001;48.225911;16.4643225
1055;60200701;Konstanziagasse;Wien;49000001;48.2277781;16.4588787
1056;60201151;St.-Michael-Gasse;Wien;49000001;48.2660574;16.4393224
1057;60201151;St.-Michael-Gasse;Wien;49000001;48.2659259;16.4393494
1058;60201277;Sorgenthalgasse;Wien;49000001;48.2662129;16.4319562
1059;60200328;Heinrich-von-Buol-Gasse;Wien;49000001;48.2649153;16.4255512
1060;60200250;Dunantgasse;Wien;49000001;48.2602028;16.3892234
1061;60200186;Bunsengasse;Wien;49000001;48.2632827;16.3910739
1062;60200699;Koloniestraße;Wien;49000001;48.2657046;16.3930053
1063;60200814;Lorystraße;Wien;49000001;48.1720578;16.4132623
1064;60200483;Haspingerplatz;Wien;49000001;48.2771668;16.4049439
1065;;Eugen-Bormann-Gasse;;;;
1067;60200633;Kagraner Platz;Wien;49000001;48.2501486;16.4429516
1068;60200008;Afritschgasse;Wien;49000001;48.2467449;16.4517641
1069;60201027;Pogrelzstraße;Wien;49000001;48.2433888;16.4559053
1070;60200530;Hirschstetten, Ort;Wien;49000001;48.2349408;16.4659754
1071;60200532;Hirschstetten S;Wien;49000001;48.2324636;16.4682302
1072;60200058;Amongasse;Wien;49000001;48.2303274;16.4694789
1073;60200477;Haschafeld;Wien;49000001;48.2253664;16.4751113
1074;60200414;Gotthelfgasse;Wien;49000001;48.2276165;16.4724074
1075;60200414;Gotthelfgasse;Wien;49000001;48.2269523;16.4729733
1076;60201859;Großfeldsiedlung U;Wien;49000001;48.2702013;16.447524
1077;60200495;Siemensstraße, Heinrich-von-Buol-Gasse;Wien;49000001;48.2668288;16.4280306
1078;60201360;Hirschstetten, Süßenbrunner Straße;Wien;49000001;48.2362213;16.4620678
1079;60201360;Hirschstetten, Süßenbrunner Straße;Wien;49000001;48.2364008;16.4621306
1080;60201512;Aspern, Zachgasse;Wien;49000001;48.2171489;16.4871038
1081;60200305;Felmayergasse;Wien;49000001;48.2719353;16.4321179
1083;60200058;Amongasse;Wien;49000001;48.2302615;16.4692992
1084;60200532;Hirschstetten S;Wien;49000001;48.2329304;16.4678439
1085;60200530;Hirschstetten, Ort;Wien;49000001;48.2349648;16.4662
1086;60201027;Pogrelzstraße;Wien;49000001;48.2436161;16.4559412
1087;60200008;Afritschgasse;Wien;49000001;48.2473909;16.4516922
1088;60200593;Trillergasse;Wien;49000001;48.2740698;16.40277
1089;60200591;Jedlersdorf S;Wien;49000001;48.2728202;16.3966614
1090;60200812;Lokomotivgasse;Wien;49000001;48.2710683;16.3954038
1091;60200699;Koloniestraße;Wien;49000001;48.2663744;16.3932209
1092;60200548;Hopfengasse;Wien;49000001;48.2690652;16.3914781
1093;60200968;Obergfellplatz;Wien;49000001;48.2666853;16.38943
1094;60200072;Anton-Störck-Gasse;Wien;49000001;48.2649691;16.3863488
1095;60200119;Jedlesee, Bellgasse;Wien;49000001;48.2629598;16.38678
1096;60201097;Richard-Neutra-Gasse;Wien;49000001;48.2666554;16.431013
1097;60201213;Hertha-Kräftner-Gasse;Wien;49000001;48.2695137;16.431561
1098;60201213;Hertha-Kräftner-Gasse;Wien;49000001;48.2695196;16.4314801
1099;60201097;Richard-Neutra-Gasse;Wien;49000001;48.2666733;16.4308782
1100;60201859;Großfeldsiedlung U;Wien;49000001;48.2699741;16.4481618
1101;60200239;Dopschstraße;Wien;49000001;48.2692386;16.4391427
1102;60200006;Adolf-Loos-Gasse;Wien;49000001;48.2774358;16.4543153
1103;60200769;Leopoldau S U;Wien;49000001;48.2769754;16.4506322
1104;60200180;Bubergasse;Wien;49000001;48.2703747;16.4518719
1105;60200980;Oswald-Redlich-Straße;Wien;49000001;48.2748112;16.4538841
1106;60201861;Kürschnergasse;Wien;49000001;48.2762102;16.4460867
1107;60200893;Moritz-Dreger-Gasse;Wien;49000001;48.273155;16.442188
1108;60200748;Langfeldgasse;Wien;49000001;48.2698306;16.4429247
1109;60200239;Dopschstraße;Wien;49000001;48.2694419;16.4397806
1110;60201151;Sankt-Michael-Gasse;Wien;49000001;48.2668288;16.4393404
1111;60200771;Leopoldauer Platz;Wien;49000001;48.263504;16.4405082
1112;60200271;Eipeldauer Straße;Wien;49000001;48.2631571;16.4367442
1113;60201516;Serpentingasse;Wien;49000001;48.262577;16.4285157
1114;60200258;Edelsteingasse;Wien;49000001;48.2623737;16.4253895
1115;60201398;Töllergasse;Wien;49000001;48.2617458;16.4216256
1116;60200489;Hawlicekgasse;Wien;49000001;48.2604181;16.4159572
1117;60201217;Sebastian-Kohl-Gasse;Wien;49000001;48.258911;16.4098667
1118;60200995;Patrizigasse;Wien;49000001;48.2572603;16.4040096
1119;60201690;Kefedergrundgasse;Wien;49000001;48.2628342;16.4321089
1120;60200334;Floridsdorf S U;Wien;49000001;48.2559326;16.4004523
1121;;Pulkaugasse;;;;
1122;60201660;Mitterhofergasse;Wien;49000001;48.2779679;16.4021591
1123;60200773;Leopoldauer Straße;Wien;49000001;48.2621823;16.4365017
1124;60200180;Bubergasse;Wien;49000001;48.2698724;16.4513419
1125;60200334;Floridsdorf S U;Wien;49000001;48.2570271;16.3991587
1126;60201690;Kefedergrundgasse;Wien;49000001;48.2627505;16.4326749
1127;60200995;Patrizigasse;Wien;49000001;48.2572065;16.4042971
1128;60201217;Sebastian-Kohl-Gasse;Wien;49000001;48.2588393;16.4099026
1129;60200489;Hawlicekgasse;Wien;49000001;48.2601669;16.4154542
1130;60201398;Töllergasse;Wien;49000001;48.2615185;16.4211315
1131;60200258;Edelsteingasse;Wien;49000001;48.2622481;16.4258657
1132;60201516;Serpentingasse;Wien;49000001;48.2624574;16.4279767
1133;60200271;Eipeldauer Straße;Wien;49000001;48.2630196;16.4364478
1134;60200771;Leopoldauer Platz;Wien;49000001;48.2631452;16.4405351
1135;60201151;Sankt-Michael-Gasse;Wien;49000001;48.2664222;16.4396278
1136;60200239;Dopschstraße;Wien;49000001;48.2690532;16.4389631
1137;60200893;Moritz-Dreger-Gasse;Wien;49000001;48.2731729;16.4423857
1138;60201861;Kürschnergasse;Wien;49000001;48.2761205;16.4461316
1139;60200980;Oswald-Redlich-Straße;Wien;49000001;48.2747813;16.4537044
1140;60200454;Doderergasse;Wien;49000001;48.2718635;16.4532822
1141;60201451;Uhlirzgasse;Wien;49000001;48.2684493;16.4487008
1142;60200769;Leopoldau S U;Wien;49000001;48.2768499;16.4506502
1143;60200006;Adolf-Loos-Gasse;Wien;49000001;48.2773461;16.4541266
1144;60200748;Langfeldgasse;Wien;49000001;48.2697648;16.4434726
1145;60201133;Ruthnergasse;Wien;49000001;48.2722701;16.4179964
1146;60201215;Scottgasse;Wien;49000001;48.2745959;16.4206824
1147;60200622;Justgasse;Wien;49000001;48.2760248;16.4214909
1148;60201772;Skraupstraße;Wien;49000001;48.2766466;16.4156877
1149;60200130;Berzeliusgasse;Wien;49000001;48.2758814;16.4102619
1150;60200431;Großjedlersdorf;Wien;49000001;48.2767782;16.408079
1152;60201103;Schippergasse;Wien;49000001;48.2835395;16.4176191
1153;60200546;Kollarzgasse;Wien;49000001;48.2854105;16.425686
1154;60200024;Allissen;Wien;49000001;48.2862772;16.431004
1155;60201540;Grellgasse;Wien;49000001;48.2858409;16.4349836
1156;60200249;Draugasse;Wien;49000001;48.2854643;16.4383343
1157;60200218;Dahliengasse;Wien;49000001;48.2867853;16.4446764
1158;60200574;Illgasse;Wien;49000001;48.2878074;16.4478025
1159;60200002;Achengasse;Wien;49000001;48.2844541;16.4509825
1160;60200758;Lavantgasse, Schule;Wien;49000001;48.282308;16.4503178
1161;;Lavantgasse;;;;
1162;;Iselgasse;;;;
1163;;Pulkaugasse;;;;
1164;60200769;Leopoldau S U;Wien;49000001;48.2775912;16.4488985
1165;60200587;Lafnitzgasse;Wien;49000001;48.2815309;16.4564353
1166;60200757;Pulkaugasse;Wien;49000001;48.2829656;16.4532553
1167;60201873;Kainachgasse;Wien;49000001;48.2819374;16.448611
1168;60200002;Achengasse;Wien;49000001;48.284466;16.4489524
1169;60200574;Illgasse;Wien;49000001;48.2879569;16.4476947
1170;60200218;Dahliengasse;Wien;49000001;48.2870902;16.4451794
1171;60200249;Draugasse;Wien;49000001;48.2855838;16.4393044
1172;60201540;Grellgasse;Wien;49000001;48.2860202;16.4350195
1173;60200024;Allissen;Wien;49000001;48.2864327;16.4303303
1174;60200546;Kollarzgasse;Wien;49000001;48.2855061;16.4256321
1175;60201103;Schippergasse;Wien;49000001;48.2837427;16.4179605
1177;60200431;Großjedlersdorf;Wien;49000001;48.2766227;16.4079892
1178;60201268;Skraupstraße;Wien;49000001;48.274004;16.4141157
1179;60200130;Berzeliusgasse;Wien;49000001;48.2755107;16.410729
1180;60200128;Bernreiterplatz;Wien;49000001;48.2815727;16.4061117
1181;60201076;Ratzenhofergasse;Wien;49000001;48.2839938;16.4192361
1182;60201076;Ratzenhofergasse;Wien;49000001;48.284203;16.4196313
1183;60201335;Strebersdorfer Platz;Wien;49000001;48.2953622;16.3886574
1184;60200263;Egon-Friedell-Gasse;Wien;49000001;48.2738725;16.4360346
1185;60200362;Obkirchergasse;Wien;49000001;48.2457937;16.3421427
1186;60201153;Sauerburggasse;Wien;49000001;48.2462244;16.3391692
1187;60200224;Daringergasse;Wien;49000001;48.2466731;16.3349921
1188;60200118;Bellevuestraße;Wien;49000001;48.2490838;16.3284883
1189;60200660;Karthäuserstraße;Wien;49000001;48.2505613;16.3240147
1190;60201470;Wexstraße;Wien;49000001;48.2359161;16.365957
1191;60201250;Sievering;Wien;49000001;48.2543296;16.316927
1192;60201250;Sievering;Wien;49000001;48.2542459;16.316891
1193;60200362;Obkirchergasse;Wien;49000001;48.245704;16.3418911
1194;60200660;Karthäuserstraße;Wien;49000001;48.2505553;16.3237542
1195;60200118;Bellevuestraße;Wien;49000001;48.2482882;16.3283895
1196;60200224;Daringergasse;Wien;49000001;48.2465774;16.334498
1197;60201153;Sauerburggasse;Wien;49000001;48.2461467;16.3391423
1198;60200692;Gürtelbrücke;Wien;49000001;48.2364786;16.3652114
1199;60201667;Jägerstraße U;Wien;49000001;48.2358683;16.370233
1201;60200692;Gürtelbrücke;Wien;49000001;48.2375855;16.3651755
1202;60200254;Döblinger Steg;Wien;49000001;48.2409658;16.3656606
1203;60200493;Heiligenstädter Brücke;Wien;49000001;48.2437119;16.3678974
1204;60200897;Muthgasse;Wien;49000001;48.2449861;16.3668374
1205;60200383;Geistingergasse;Wien;49000001;48.2455305;16.3628488
1206;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;48.2489283;16.3645556
1207;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;48.2497059;16.3648611
1208;60200891;Mooslackengasse;Wien;49000001;48.2487668;16.3682208
1209;60200897;;Wien;49000001;48.245351;16.3662714
1210;60200493;Heiligenstädter Brücke;Wien;49000001;48.2439811;16.3678794
1211;60200254;Döblinger Steg;Wien;49000001;48.2407445;16.3653192
1212;60201184;Schottentor U;Wien;49000001;48.2140183;16.3619236
1213;60201197;Schwarzspanierstraße;Wien;49000001;48.217095;16.3594532
1214;60200474;Hardtgasse;Wien;49000001;48.2367418;16.3491136
1215;60200959;Oberdöbling S;Wien;49000001;48.2447588;16.3443885
1216;60201253;Silbergasse;Wien;49000001;48.242976;16.3483141
1217;60201252;Sieveringer Straße;Wien;49000001;48.24638;16.3426367
1218;60200992;Paradisgasse;Wien;49000001;48.2489163;16.3418911
1219;60200061;An den langen Lüssen;Wien;49000001;48.2524634;16.3418642
1220;;Grinzing;;;;
1221;60200426;Grinzing;Wien;49000001;48.2551072;16.3418552
1222;60200061;An den langen Lüssen;Wien;49000001;48.2529778;16.341972
1223;60200992;Paradisgasse;Wien;49000001;48.2490539;16.3417384
1224;60201252;Sieveringer Straße;Wien;49000001;48.246362;16.3424571
1225;60201253;Silbergasse;Wien;49000001;48.2429042;16.3482871
1226;60200959;Oberdöbling S;Wien;49000001;48.244699;16.3443974
1227;60200474;Hardtgasse;Wien;49000001;48.2372743;16.3491585
1228;;Glatzgasse;;;;
1229;60200194;Börnergasse;Wien;49000001;48.2477858;16.3313449
1230;60200950;Nußdorfer Straße U;Wien;49000001;48.2314823;16.3521229
1231;60201509;Währinger Park;Wien;49000001;48.2323559;16.3468948
1232;60200474;Hardtgasse;Wien;49000001;48.2361674;16.3489788
1233;60200723;Krottenbachstraße S;Wien;49000001;48.2405351;16.3415588
1234;60200336;Flotowgasse;Wien;49000001;48.2405949;16.3390614
1235;60201108;Rodlergasse;Wien;49000001;48.2408043;16.3339231
1236;60200714;Kratzlgasse;Wien;49000001;48.2414863;16.3298268
1237;60200443;Gustav-Pick-Gasse;Wien;49000001;48.2420487;16.3263323
1238;60200404;Glanzing;Wien;49000001;48.2432572;16.3217329
1239;60201336;Strehlgasse;Wien;49000001;48.2465475;16.3146722
1240;60200687;Kleingartenverein Hackenberg;Wien;49000001;48.2478815;16.3119144
1241;60200010;Neustift, Agnesgasse;Wien;49000001;48.2501905;16.3081055
1242;60200931;Neustift am Walde;Wien;49000001;48.2510518;16.3015747
1243;60200206;Celtesgasse;Wien;49000001;48.2518294;16.2969844
1244;;Salmansdorf;;;;
1245;60200648;Kammerergasse;Wien;49000001;48.2446092;16.3188763
1246;60200491;Bahnhof Heiligenstadt S U;Wien;49000001;48.2487668;16.3645017
1247;60201462;Weitlofgasse;Wien;49000001;48.2302376;16.3481254
1248;60200367;Fröschelgasse;Wien;49000001;48.2520388;16.3209873
1249;60200367;Fröschelgasse;Wien;49000001;48.2519072;16.3209334
1250;60201142;Salmannsdorf;Wien;49000001;48.2522601;16.2933731
1251;60200206;Celtesgasse;Wien;49000001;48.2516978;16.2972628
1252;60200931;Neustift am Walde;Wien;49000001;48.2509382;16.3015478
1253;60200010;Neustift, Agnesgasse;Wien;49000001;48.2504836;16.3066502
1254;60200687;Kleingartenverein Hackenberg;Wien;49000001;48.2478755;16.3116538
1255;60201336;Strehlgasse;Wien;49000001;48.2465116;16.3146452
1256;60200648;Kammerergasse;Wien;49000001;48.2447947;16.3182115
1257;60200404;Glanzing;Wien;49000001;48.2431017;16.3218138
1258;60200443;Gustav-Pick-Gasse;Wien;49000001;48.2420368;16.3256226
1259;60200714;Kratzlgasse;Wien;49000001;48.2414325;16.3297998
1260;60201108;Rodlergasse;Wien;49000001;48.2407325;16.3343633
1261;60200723;Krottenbachstraße S;Wien;49000001;48.2403975;16.3408132
1262;60200972;Obersteinergasse;Wien;49000001;48.2405171;16.3449724
1263;60200336;Flotowgasse;Wien;49000001;48.2406069;16.3373457
1264;60200405;Glatzgasse;Wien;49000001;48.2327628;16.3533447
1265;60200128;Bernreiterplatz;Wien;49000001;48.281238;16.4060668
1266;60200194;Börnergasse;Wien;49000001;48.2476242;16.3313629
1267;;Stadlau, Sozialmedizinisches Zentrum Ost;;;;
1268;60200251;Dänenstraße;Wien;49000001;48.2373342;16.3344621
1269;60200950;Nußdorfer Straße U;Wien;49000001;48.2311532;16.3524553
1270;60200195;Börse;Wien;49000001;48.2156465;16.3649689
1271;60200122;Berggasse;Wien;49000001;48.2178791;16.3619685
1272;60200112;Bauernfeldplatz;Wien;49000001;48.2206802;16.3602886
1273;60200029;Nußdorfer Straße / Alserbachstraße;Wien;49000001;48.2250312;16.3556982
1274;60201510;Währinger Straße, Volksoper U;Wien;49000001;48.2263538;16.3494909
1275;60201323;Sternwartestraße;Wien;49000001;48.228975;16.3500209
1276;60200448;Gymnasiumstraße;Wien;49000001;48.2302436;16.3451071
1278;60201752;Breitenlee, Schule;Wien;49000001;48.252595;16.5016026
1279;60200215;Cottagegasse;Wien;49000001;48.2339057;16.3418642
1280;60200420;Gregor-Mendel-Straße;Wien;49000001;48.234139;16.3378577
1281;60200803;Linneplatz;Wien;49000001;48.2364905;16.3378577
1282;60200251;Dänenstraße;Wien;49000001;48.2370171;16.335028
1283;60200557;Hugo-Wolf-Park;Wien;49000001;48.238806;16.3329439
1284;60200253;Döblinger Friedhof;Wien;49000001;48.2392727;16.3285332
1285;60200304;Felix-Dahn-Straße;Wien;49000001;48.2399847;16.3260718
1286;60200959;Oberdöbling S;Wien;49000001;48.2447109;16.3442986
1287;60201752;Breitenlee, Schule;Wien;49000001;48.2511834;16.5012253
1288;60200959;Oberdöbling S;Wien;49000001;48.2446332;16.3445412
1289;60201253;Silbergasse;Wien;49000001;48.2428863;16.3484219
1290;60201010;Peter-Jordan-Straße;Wien;49000001;48.2387342;16.3260538
1291;60200153;Borkowskigasse;Wien;49000001;48.2371307;16.3306263
1292;;Dänenstraße;;;;
1293;60200803;Linneplatz;Wien;49000001;48.2367179;16.337714
1294;60200420;Gregor-Mendel-Straße;Wien;49000001;48.234139;16.3377319
1295;60200215;Cottagegasse;Wien;49000001;48.233804;16.3417744
1296;60201509;Währinger Park;Wien;49000001;48.2331398;16.3469487
1297;60200448;Gymnasiumstraße;Wien;49000001;48.2298187;16.3454215
1298;60201323;Sternwartestraße;Wien;49000001;48.2291964;16.3496256
1299;60201510;Währinger Straße, Volksoper U;Wien;49000001;48.2256237;16.3492304
1301;60200112;Bauernfeldplatz;Wien;49000001;48.2206623;16.3602078
1302;60200122;Berggasse;Wien;49000001;48.2182562;16.3615014
1303;60201184;Schottentor U;Wien;49000001;48.2154669;16.3643041
1304;60200263;Egon-Friedell-Gasse;Wien;49000001;48.2740339;16.4362771
1305;60200305;Felmayergasse;Wien;49000001;48.2719951;16.4319472
1306;60200495;Siemensstraße, Heinrich-von-Buol-Gasse;Wien;49000001;48.2669006;16.4278869
1307;;Afritschgasse;;;;
1308;60200491;Bhf. Heiligenstadt S U;Wien;49000001;48.2499213;16.3651845
1309;60201703;Amtshaus Muthgasse;Wien;49000001;48.2517816;16.3696491
1310;60201397;Türkenschanzplatz;Wien;49000001;48.2352101;16.3270689
1311;60200287;Erndtgasse;Wien;49000001;48.2374778;16.3224336
1312;60201202;Scheibenbergstraße;Wien;49000001;48.2387522;16.3185709
1313;60201056;Pötzleinsdorf;Wien;49000001;48.2410496;16.311052
1314;60200250;Dunantgasse;Wien;49000001;48.2597423;16.3890796
1315;60201056;Pötzleinsdorf;Wien;49000001;48.2407624;16.3109801
1316;60201202;Scheibenbergstraße;Wien;49000001;48.2389376;16.3176905
1317;60200287;Erndtgasse;Wien;49000001;48.2371367;16.323314
1318;60201397;Türkenschanzplatz;Wien;49000001;48.2351802;16.3269881
1319;60201697;Carabelligasse, Ruthnergasse;Wien;49000001;48.2796478;16.4245541
1320;60201056;Pötzleinsdorf;Wien;49000001;48.2413607;16.3107286
1321;60200673;Khevenhüllerstraße;Wien;49000001;48.2434127;16.3073509
1322;60201057;Pötzleinsdorfer Friedhof;Wien;49000001;48.245351;16.3074497
1323;60200932;Neustifter Friedhof 1. Tor;Wien;49000001;48.2472354;16.3047009
1324;60200933;Neustifter Friedhof 2. Tor;Wien;49000001;48.247367;16.3012424
1325;60201654;Liechtensteinstraße - Schottentor U;Wien;49000001;48.2157363;16.3638999
1326;60200934;Neustifter Friedhof 3.Tor;Wien;49000001;48.2466731;16.2984845
1327;60200933;Neustifter Friedhof 2.Tor;Wien;49000001;48.2472414;16.3016915
1328;60200932;Neustifter Friedhof 1.Tor;Wien;49000001;48.2471277;16.3046021
1329;60201057;Pötzleinsdorfer Friedhof;Wien;49000001;48.2456801;16.3074138
1330;60200673;Khevenhüllerstraße;Wien;49000001;48.2437298;16.3069377
1331;60201056;Pötzleinsdorf;Wien;49000001;48.2407385;16.311043
1334;60201751;Marietta-Blau-Gasse;Wien;49000001;48.2410855;16.459274
1335;60201751;Marietta-Blau-Gasse;Wien;49000001;48.2420009;16.4584116
1336;60201510;Währinger Straße, Volksoper U;Wien;49000001;48.2246542;16.3492753
1337;60200522;Hildebrandgasse;Wien;49000001;48.2230563;16.3388997
1338;60201426;Vinzenzgasse;Wien;49000001;48.2248876;16.3347585
1339;60200073;Antonigasse;Wien;49000001;48.2258451;16.3299525
1340;60201272;Sommarugagasse;Wien;49000001;48.2259768;16.3315246
1341;60200522;Hildebrandgasse;Wien;49000001;48.2232238;16.3382799
1342;60200874;Michelbeuern U AKH;Wien;49000001;48.2220269;16.3431667
1343;60200404;Glanzing;Wien;49000001;48.2431854;16.3218407
1344;;Grinzinger Straße;;;;
1345;60201184;Schottentor U;Wien;49000001;48.2139884;16.3620134
1346;60200742;Landesgerichtsstraße;Wien;49000001;48.2145511;16.3568571
1347;60202912;Zimmermannplatz;Wien;49000001;48.2165024;16.3428703
1348;60200505;Hernals S;Wien;49000001;48.2236308;16.3150046
1349;60200450;Dornbach;Wien;49000001;48.2261982;16.3082762
1350;60200241;Dornbacher Straße;Wien;49000001;48.2281073;16.3023383
1351;60200525;Himmelmutterweg;Wien;49000001;48.2306086;16.2963286
1352;60200935;Neuwaldegg (End-Hst.);Wien;49000001;48.2333193;16.2911184
1353;60200935;Neuwaldegg (Anfang-Hst.);Wien;49000001;48.2336604;16.2913699
1354;60200525;Himmelmutterweg;Wien;49000001;48.2306625;16.2957806
1355;60200241;Dornbacher Straße;Wien;49000001;48.2283586;16.3017454
